1053507,1
1098798,2
1022226,3
1030879,4
1037847,5
1099097,6
1042768,7
1010787,8
1017874,9
1017240,10
1045704,11
1030760,12
1016600,13
1053653,14
1051565,15
1044487,16
1014312,17
1043454,18
1030666,19
1008023,20
1010542,21
1013012,22
1003522,23
1000454,24
1045021,25
1052054,26
1021815,27
1013354,28
1012012,29
1015272,30
1018587,31
1045525,32
1014252,33
1000335,34
1019857,35
1078363,36
1013213,37
1032861,38
1040071,39
1014635,40
1017511,41
1098048,42
1026882,43
1033451,44
1097579,45
1045696,46
1005605,47
1042272,48
1053407,49
1025831,50
1022601,51
1009214,52
1006078,53
1010309,54
1097498,55
1021869,56
1014091,57
1000276,58
1007610,59
1021580,60
1025005,61
1005290,62
1033613,63
1002960,64
1008492,65
1045024,66
1019522,67
1001925,68
1052200,69
1098595,70
1031044,71
1027798,72
1019547,73
1021142,74
1026044,75
1022925,76
1028073,77
1009453,78
1007723,79
1001301,80
1027718,81
1098153,82
1006316,83
1041052,84
1044605,85
1004459,86
1006175,87
1005017,88
1040692,89
1046217,90
1041735,91
1098895,92
1098461,93
1097613,94
1007098,95
1014120,96
1052069,97
1026260,98
1020326,99
1034904,100
1020983,101
1034801,102
1098109,103
1008877,104
1015750,105
1009496,106
1037731,107
1089503,108
1003454,109
1042991,110
1016419,111
1009400,112
1012920,113
1021912,114
1048320,115
1036157,116
1019067,117
1011104,118
1097504,119
1046331,120
1012752,121
1017555,122
1020778,123
1004095,124
1018252,125
1053686,126
1019512,127
1007420,128
1013025,129
1030683,130
1006978,131
1012011,132
1013384,133
1019134,134
1009545,135
1012651,136
1044486,137
1027741,138
1037490,139
1007331,140
1000264,141
1015560,142
1024130,143
1025801,144
1034883,145
1039877,146
1000125,147
1000905,148
1007340,149
1020268,150
1048335,151
1083194,152
1032152,153
1017031,154
1098650,155
1041557,156
1044366,157
1026581,158
1054073,159
1010065,160
1099699,161
1003242,162
1099096,163
1005938,164
1048259,165
1011846,166
1004976,167
1013438,168
1018138,169
1021928,170
1006971,171
1044871,172
1016885,173
1005881,174
1024111,175
1098099,176
1026478,177
1009352,178
1098529,179
1001649,180
1036736,181
1043718,182
1024951,183
1027386,184
1097585,185
1098953,186
1017559,187
1020524,188
1012623,189
1018620,190
1030937,191
1018344,192
1029737,193
1052094,194
1000398,195
1034214,196
1098270,197
1002815,198
1098588,199
1010797,200
1020993,201
1014692,202
1027171,203
1097564,204
1040751,205
1021623,206
1024844,207
1045697,208
1062238,209
1030037,210
1001236,211
1029489,212
1022808,213
1006389,214
1027978,215
1099550,216
1031091,217
1010722,218
1081608,219
1004468,220
1048943,221
1030710,222
1027553,223
1019331,224
1033398,225
1022010,226
1028852,227
1033340,228
1002766,229
1029091,230
1007939,231
1040138,232
1027009,233
1053438,234
1018417,235
1097422,236
1025892,237
1003229,238
1033427,239
1012884,240
1030933,241
1023509,242
1037698,243
1000026,244
1008412,245
1098431,246
1098349,247
1034047,248
1006748,249
1022980,250
1026620,251
1017306,252
1097550,253
1004631,254
1017274,255
1040742,256
1052234,257
1028955,258
1006831,259
1099342,260
1099513,261
1023542,262
1025681,263
1021300,264
1045438,265
1018686,266
1024639,267
1098799,268
1014463,269
1025477,270
1044998,271
1026015,272
1009549,273
1098209,274
1034807,275
1051787,276
1000286,277
1002280,278
1013691,279
1097991,280
1016793,281
1099388,282
1025776,283
1014374,284
1045283,285
1099386,286
1002217,287
1030691,288
1099173,289
1048825,290
1023356,291
1043051,292
1021992,293
1012859,294
1064645,295
1008330,296
1098304,297
1001612,298
1097490,299
1098921,300
1097970,301
1027263,302
1082975,303
1058980,304
1028100,305
1036563,306
1024523,307
1053387,308
1013151,309
1029275,310
1006373,311
1002990,312
1048952,313
1013424,314
1098234,315
1005580,316
1024549,317
1029764,318
1024565,319
1024533,320
1098385,321
1005637,322
1021466,323
1024670,324
1013414,325
1026798,326
1019576,327
1001700,328
1038931,329
1099111,330
1000143,331
1006242,332
1043417,333
1017377,334
1004568,335
1099378,336
1023876,337
1098353,338
1004078,339
1024759,340
1028746,341
1028255,342
1025382,343
1012271,344
1024467,345
1009158,346
1098995,347
1049360,348
1047130,349
1012395,350
1019658,351
1079828,352
1099435,353
1097508,354
1098224,355
1013119,356
1099049,357
1017157,358
1012152,359
1099251,360
1099537,361
1097387,362
1013589,363
1031573,364
1023965,365
1037066,366
1017864,367
1098669,368
1030047,369
1099534,370
1015725,371
1033300,372
1002404,373
1042183,374
1012481,375
1099015,376
1006016,377
1086547,378
1003125,379
1018980,380
1002202,381
1099157,382
1098830,383
1019802,384
1000252,385
1041884,386
1000656,387
1098345,388
1028153,389
1000861,390
1032111,391
1029833,392
1049197,393
1015424,394
1043814,395
1010317,396
1015454,397
1021186,398
1002790,399
1009850,400
1002434,401
1004994,402
1013565,403
1054175,404
1028358,405
1009942,406
1001624,407
1098923,408
1031368,409
1004963,410
1093012,411
1007607,412
1029753,413
1003550,414
1023631,415
1021402,416
1097218,417
1021286,418
1027435,419
1012285,420
1064441,421
1001632,422
1015851,423
1017989,424
1036740,425
1018937,426
1097351,427
1012809,428
1040112,429
1015161,430
1005909,431
1009954,432
1099257,433
1099502,434
1032224,435
1003408,436
1062104,437
1099183,438
1097930,439
1079523,440
1029711,441
1012998,442
1025213,443
1002876,444
1044978,445
1098032,446
1005409,447
1024272,448
1044862,449
1009184,450
1005331,451
1042771,452
1098750,453
1012903,454
1006149,455
1009073,456
1099341,457
1043384,458
1075452,459
1020940,460
1026690,461
1031703,462
1016051,463
1018350,464
1099165,465
1099237,466
1010191,467
1032668,468
1019303,469
1035926,470
1027743,471
1013111,472
1008451,473
1010122,474
1008659,475
1099009,476
1097985,477
1020844,478
1032444,479
1048392,480
1099145,481
1004878,482
1006475,483
1009730,484
1003349,485
1098329,486
1043833,487
1032135,488
1100657,489
1043477,490
1020036,491
1097969,492
1002256,493
1014855,494
1000412,495
1021718,496
1017228,497
1018178,498
1013492,499
1031503,500
1097384,501
1011710,502
1017383,503
1098279,504
1005807,505
1013735,506
1003794,507
1014426,508
1008048,509
1044498,510
1021515,511
1098337,512
1004785,513
1021527,514
1001123,515
1099394,516
1003704,517
1019456,518
1042672,519
1002183,520
1043818,521
1017927,522
1029127,523
1010841,524
1008037,525
1008656,526
1006179,527
1024095,528
1017819,529
1024052,530
1013412,531
1017219,532
1004335,533
1030992,534
1015202,535
1014678,536
1001584,537
1029314,538
1098195,539
1002389,540
1029910,541
1050745,542
1000525,543
1099256,544
1098445,545
1014733,546
1015713,547
1018623,548
1023479,549
1039725,550
1098212,551
1020313,552
1027938,553
1006860,554
1098852,555
1098227,556
1031494,557
1022096,558
1003697,559
1022385,560
1023239,561
1032011,562
1098563,563
1032638,564
1007986,565
1023790,566
1026856,567
1009190,568
1009167,569
1017485,570
1008776,571
1026457,572
1000431,573
1014696,574
1021357,575
1041122,576
1000686,577
1018539,578
1049618,579
1005812,580
1097406,581
1028555,582
1015493,583
1031295,584
1029227,585
1029239,586
1042197,587
1014174,588
1040355,589
1001137,590
1001862,591
1000012,592
1098288,593
1029019,594
1004364,595
1004850,596
1100124,597
1005410,598
1098208,599
1010234,600
1020051,601
1029068,602
1038536,603
1048902,604
1004247,605
1100995,606
1023106,607
1027496,608
1017959,609
1098636,610
1068684,611
1006055,612
1097996,613
1052237,614
1003956,615
1021054,616
1053349,617
1030803,618
1008628,619
1029483,620
1040684,621
1097405,622
1099094,623
1008505,624
1010279,625
1070831,626
1018861,627
1020601,628
1006151,629
1027696,630
1099048,631
1098580,632
1054005,633
1001373,634
1023006,635
1017685,636
1016663,637
1003902,638
1098571,639
1098047,640
1018143,641
1068848,642
1015250,643
1005546,644
1043663,645
1013915,646
1019753,647
1042245,648
1007329,649
1035111,650
1039473,651
1006130,652
1033290,653
1019448,654
1002542,655
1006288,656
1031520,657
1018124,658
1097486,659
1010474,660
1005854,661
1084504,662
1018262,663
1046360,664
1044980,665
1012376,666
1098725,667
1028603,668
1031507,669
1100578,670
1043426,671
1007275,672
1019560,673
1017354,674
1017880,675
1009326,676
1008640,677
1002922,678
1047662,679
1032577,680
1033697,681
1017881,682
1007203,683
1026007,684
1098481,685
1098302,686
1012424,687
1004947,688
1010747,689
1001073,690
1005319,691
1099317,692
1028964,693
1014218,694
1098236,695
1017716,696
1015033,697
1013581,698
1028639,699
1017122,700
1097990,701
1001527,702
1004623,703
1007206,704
1000746,705
1022890,706
1021824,707
1098161,708
1098386,709
1039715,710
1011848,711
1006961,712
1008873,713
1011454,714
1033237,715
1007520,716
1019226,717
1035709,718
1016776,719
1003846,720
1003574,721
1098815,722
1018076,723
1011139,724
1013649,725
1100250,726
1097206,727
1017764,728
1022538,729
1011200,730
1033041,731
1015787,732
1024038,733
1097450,734
1005474,735
1012995,736
1004524,737
1033722,738
1006812,739
1049642,740
1030385,741
1013596,742
1027333,743
1054173,744
1005442,745
1002045,746
1015385,747
1029668,748
1097439,749
1002476,750
1024526,751
1097521,752
1029675,753
1024246,754
1098612,755
1045175,756
1007117,757
1028096,758
1029626,759
1003554,760
1028251,761
1013350,762
1029023,763
1029908,764
1004877,765
1021194,766
1020829,767
1024882,768
1026819,769
1011930,770
